Service ID,CCG17CD,Service Name,postcode,description,Address,Enquiries Contact - phone,Fax,Enquiries Contact - email,URL,Area,Area2
nrchnorf,E38000218,Norwich Disablement  Services Centre,NR2 3UD,Address: (Julian Hospital Site)  201 Bowthorpe Road  Norwich Norfolk<br>Post Code: NR2 3UD<br>Main Telephone: 01603 216956<br>Main Fax: 01603 216969<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: NHS Norfolk -Norfolk Community Health and Care<br>Commissioner / CCG: NHS Norfolk -Norfolk Community Health and Care,(Julian Hospital Site)  201 Bowthorpe Road  Norwich Norfolk,01603 216956,01603 216969,,,NHS Norfolk -Norfolk Community Health and Care,NHS Norfolk -Norfolk Community Health and Care
gtyarnrfk,E38000063,Great Yarmouth & Waveney Wheelchair Service,NR31 9AQ,Address: Norfolk Coastal Centre for Independent Life Woodfarm Lane Beacon Park Gorleston Great Yarmouth Norfolk<br>Post Code: NR31 9AQ<br>Main Telephone: 01493 659722<br>Main Fax: 01493 659715<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Suffolk PCT on Behalf of Gt Yarmouth & Waveney PCT<br>Commissioner / CCG: Suffolk PCT on Behalf of Gt Yarmouth & Waveney PCT,Norfolk Coastal Centre for Independent Life Woodfarm Lane Beacon Park Gorleston Great Yarmouth Norfolk,01493 659722,01493 659715,,,Suffolk PCT on Behalf of Gt Yarmouth & Waveney PCT,Suffolk PCT on Behalf of Gt Yarmouth & Waveney PCT
wrexntwl,E38000196,Artificial Limb and Appliance Service,LL13 7TD,Address: Wrexham Maelor Hospital Croesnewydd Road   Wrexham North Wales<br>Post Code: LL13 7TD<br>Main Telephone: 01978 727524<br>Main Fax: 01978 727307<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: North East Wales NHS Trust<br>Commissioner / CCG: North East Wales NHS Trust,Wrexham Maelor Hospital Croesnewydd Road   Wrexham North Wales,01978 727524,01978 727307,,,North East Wales NHS Trust,North East Wales NHS Trust
nthallyks,E38000052,Northallerton Wheelchair Centre,DL6 1JG,Address: The Friarage Hospital    Northallerton North Yorkshire<br>Post Code: DL6 1JG<br>Main Telephone: 01609 763914<br>Main Fax: 01609 763050<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Harrogate and District Foundation Trust<br>Commissioner / CCG: Harrogate and District Foundation Trust,The Friarage Hospital    Northallerton North Yorkshire,01609 763914,01609 763050,,,Harrogate and District Foundation Trust,Harrogate and District Foundation Trust
harrgnyks,E38000073,Harrogate Wheelchair Service,HG5 8LF,Address: Unit 2 Manse Lane   Knaresborough North Yorkshire<br>Post Code: HG5 8LF<br>Main Telephone: 01423 554615<br>Main Fax: 01423 554601<br>Main Email: york.nhswheelchairservice@nhs.net<br>Website: www.hdft.nhs.uk<br>Service Provider / NHS Trust: Harrogate and District Foundation Trust<br>Commissioner / CCG: Harrogate CCG,Unit 2 Manse Lane   Knaresborough North Yorkshire,01423 554615,01423 554601,york.nhswheelchairservice@nhs.net,www.hdft.nhs.uk,Harrogate and District Foundation Trust,Harrogate CCG
nyorknyo,E38000188,North Yorkshire and York Wheelchair Centre,YO30 5SF,Address: Blue Beck House Blue Beck Drive Shipton Road York North Yorkshire<br>Post Code: YO30 5SF<br>Main Telephone: 01904 654052<br>Main Fax: 01904 675093<br>Main Email: cabsl.NYOwheelchairs@nhs.net<br>Website: www.blatchford.co.uk/locations/north-yorkshire-and-york-nhs-wheelchair-service/<br>Service Provider / NHS Trust: NRS Healthcare<br>Commissioner / CCG: Vale of York CCG,Blue Beck House Blue Beck Drive Shipton Road York North Yorkshire,01904 654052,01904 675093,cabsl.NYOwheelchairs@nhs.net,www.blatchford.co.uk/locations/north-yorkshire-and-york-nhs-wheelchair-service/,NRS Healthcare,Vale of York CCG
scrbnthyk,E38000145,Scarborough Wheelchair Centre,YO12 4AD,Address:  Springhill House   Scarborough North Yorkshire<br>Post Code: YO12 4AD<br>Main Telephone: 01723 353177<br>Main Fax: <br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Harrogate and District Foundation Trust<br>Commissioner / CCG: Harrogate and District Foundation Trust,Springhill House   Scarborough North Yorkshire,01723 353177,,,,Harrogate and District Foundation Trust,Harrogate and District Foundation Trust
kettnorth,E38000104,Northamptonshire Wheelchair Service Assessment Team,NN16 8NN,Address: Forest House 2 Riley Road   Kettering Northamptonshire<br>Post Code: NN16 8NN<br>Main Telephone: 01536 516069<br>Main Fax: 01536 527402<br>Main Email: wheelchair.assessment@nhft.nhs.uk<br>Website: <br>Service Provider / NHS Trust: Northamptonshire Healthcare NHS Foundation Trust<br>Commissioner / CCG: Nene CCG,Forest House 2 Riley Road   Kettering Northamptonshire,01536 516069,01536 527402,wheelchair.assessment@nhft.nhs.uk,,Northamptonshire Healthcare NHS Foundation Trust,Nene CCG
nthunort,E38000130,Northumberland Wheelchair Service,NE23 1WB,Address: Community Stores Unit 43 Colbourne Crescent Nelson Park Industrial Estate Cramlington Northumberland<br>Post Code: NE23 1WB<br>Main Telephone: 01670 730595<br>Main Fax: 01670 730537<br>Main Email: wheelchairservices@northumbria-healthcare.nhs.uk<br>Website: <br>Service Provider / NHS Trust: Northumbria Healthcare NHS Foundation Trust<br>Commissioner / CCG: Northumberland CCG,Community Stores Unit 43 Colbourne Crescent Nelson Park Industrial Estate Cramlington Northumberland,01670 730595,01670 730537,wheelchairservices@northumbria-healthcare.nhs.uk,,Northumbria Healthcare NHS Foundation Trust,Northumberland CCG
nottnottn,E38000132,Nottingham Mobility Centre,NG5 1PJ,Address: City Campus Hospital Nottingham University Trust Hucknall Road  Nottingham Nottinghamshire<br>Post Code: NG5 1PJ<br>Main Telephone: 0115 9691169 ext 56549<br>Main Fax: 0115 9628052<br>Main Email: <br>Website: www.nuh.nhs.uk<br>Service Provider / NHS Trust: <br>Commissioner / CCG: Mobility Centre,City Campus Hospital Nottingham University Trust Hucknall Road  Nottingham Nottinghamshire,0115 9691169 ext 56549,0115 9628052,,www.nuh.nhs.uk,,Mobility Centre
mannottn,E38000103,Mansfield Wheelchair Service,NG18 5QJ,Address: Mansfield Community Hospital Stockwell Gate   Mansfield Nottinghamshire<br>Post Code: NG18 5QJ<br>Main Telephone: 01623 785076<br>Main Fax: 01623 622931<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Sherwood Forest Hospitals Trust<br>Commissioner / CCG: Sherwood Forest Hospitals Trust,Mansfield Community Hospital Stockwell Gate   Mansfield Nottinghamshire,01623 785076,01623 622931,,,Sherwood Forest Hospitals Trust,Sherwood Forest Hospitals Trust
oxfoxfds,E38000136,Oxfordshire Wheelchair Service  OCE,OX3 7HE,Address: Nuffield Orthopaedic Centre Windmill Road Headington  Oxford Oxon<br>Post Code: OX3 7HE<br>Main Telephone: 01865 227273<br>Main Fax: 01865 227294<br>Main Email: oxfordshire.wheelchairservice@ouh.nhs.uk<br>Website: <br>Service Provider / NHS Trust: Oxford University Hospitals NHS Trust<br>Commissioner / CCG: Oxfordshire,Nuffield Orthopaedic Centre Windmill Road Headington  Oxford Oxon,01865 227273,01865 227294,oxfordshire.wheelchairservice@ouh.nhs.uk,,Oxford University Hospitals NHS Trust,Oxfordshire
shrewshp,E38000147,Shropshire Wheelchair & Posture Service,SY1 3NJ,Address: Shropshire Rehabilitation Centre Lancaster Road Harlescott  Shrewsbury Shropshire<br>Post Code: SY1 3NJ<br>Main Telephone: 01743 444051<br>Main Fax: 01743 444071<br>Main Email: <br>Website: www.shropshirecommunityhealth.nhs.uk<br>Service Provider / NHS Trust: Shropshire Community Health NHS Trust<br>Commissioner / CCG: Shropshire Community Health NHS Trust,Shropshire Rehabilitation Centre Lancaster Road Harlescott  Shrewsbury Shropshire,01743 444051,01743 444071,,www.shropshirecommunityhealth.nhs.uk,Shropshire Community Health NHS Trust,Shropshire Community Health NHS Trust
carsglam,E38000056,Artificial Limb and Appliance Service,CF5 2YN,Address: Rookwood Hospital Fairwater Road Llandaff  Cardiff South Glamorgan<br>Post Code: CF5 2YN<br>Main Telephone: 029 20 313905<br>Main Fax: 029 20 565355<br>Main Email: <br>Website: www.wales.nhs.uk/alas<br>Service Provider / NHS Trust: Cardiff and Vale University Health Board<br>Commissioner / CCG: Cardiff and Vale University Health Board,Rookwood Hospital Fairwater Road Llandaff  Cardiff South Glamorgan,029 20 313905,029 20 565355,,www.wales.nhs.uk/alas,Cardiff and Vale University Health Board,Cardiff and Vale University Health Board
donsthyk,E38000022,Wheelchair and Special Seating Services,DN4 8QN,Address: Tickhill Road Hospital Tickhill road Balby  Doncaster South Yorkshire<br>Post Code: DN4 8QN<br>Main Telephone: 01302 566701<br>Main Fax: 01302 798366<br>Main Email: <br>Website: www.rdash.nhs.uk<br>Service Provider / NHS Trust: Rotherham Doncaster South Humber NHS Foundation Trust<br>Commissioner / CCG: Rotherham Doncaster South Humber NHS Foundation Trust,Tickhill Road Hospital Tickhill road Balby  Doncaster South Yorkshire,01302 566701,01302 798366,,www.rdash.nhs.uk,Rotherham Doncaster South Humber NHS Foundation Trust,Rotherham Doncaster South Humber NHS Foundation Trust
rthstyork,E38000141,Rotherham Equipment & Wheelchair Services ,S65 1SU,Address: Chesterton Road Eastwood Trading Estate   Rotherham South Yorkshire<br>Post Code: S65 1SU<br>Main Telephone: 01709 302261<br>Main Fax: 01709 302753<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Rotherham NHS Foundation Trust<br>Commissioner / CCG: Rotherham NHS Foundation Trust,Chesterton Road Eastwood Trading Estate   Rotherham South Yorkshire,01709 302261,01709 302753,,,Rotherham NHS Foundation Trust,Rotherham NHS Foundation Trust
sffstyork,E38000146,Mobility and Specialised Rehabilitation Centre,S5 7AU,Address: Herries Road    Sheffield South Yorkshire<br>Post Code: S5 7AU<br>Main Telephone: 0114 2715807<br>Main Fax: 0114 2269220<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Sheffield Teaching Hospitals NHS Foundation Trust<br>Commissioner / CCG: Sheffield Teaching Hospitals NHS Foundation Trust,Herries Road    Sheffield South Yorkshire,0114 2715807,0114 2269220,,,Sheffield Teaching Hospitals NHS Foundation Trust,Sheffield Teaching Hospitals NHS Foundation Trust
canstffds,E38000153,Staffordshire Wheelchair Service - (South),WS11 9SS,Address: Unit 8 Norton Canes Business Park Norton Green Lane Cannock Staffordshire<br>Post Code: WS11 9SS<br>Main Telephone: 01782 216940<br>Main Fax: 01782 285224<br>Main Email: Staffordshire.wheelchairs@nhs.net<br>Website: www.opcare.co.uk<br>Service Provider / NHS Trust: Opcare Ltd<br>Commissioner / CCG: Staffordshire CCG's,Unit 8 Norton Canes Business Park Norton Green Lane Cannock Staffordshire,01782 216940,01782 285224,Staffordshire.wheelchairs@nhs.net,www.opcare.co.uk,Opcare Ltd,Staffordshire CCG's
clifstffds,E38000126,Staffordshire Wheelchair Service (North),ST6 7AG,Address: Clifford Street Hanley Stoke on Trent Staffordshire<br><br>Post Code: ST6 7AG<br>Main Telephone: 01782 216940<br>Main Fax: 01782 285224<br>Main Email: Staffordshire.wheelchairs@nhs.net<br><br>Website: www.opcare.co.uk<br>Service Provider / NHS Trust: Opcare Ltd<br>Commissioner / CCG: Stoke on Trent CCG,Clifford Street Hanley Stoke on Trent Staffordshire,01782 216940,01782 285224,Staffordshire.wheelchairs@nhs.net,www.opcare.co.uk,Opcare Ltd,Stoke on Trent CCG
wsfbsted,E38000204,West Suffolk Wheelchair Services,IP32 7BX,Address: Disability Resource Centre Bunting Road Moreton Hall Estate  Bury St Edmunds Suffolk<br>Post Code: IP32 7BX<br>Main Telephone: 01284 748843<br>Main Fax: 01284 748889<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Suffolk Primary Care Trust<br>Commissioner / CCG: Suffolk Primary Care Trust,Disability Resource Centre Bunting Road Moreton Hall Estate  Bury St Edmunds Suffolk,01284 748843,01284 748889,,,Suffolk Primary Care Trust,Suffolk Primary Care Trust
esfipswsf,E38000086,East Suffolk Wheelchair Service,IP2 0QY,Address: Chantry Clinic Hawthorn Drive   Ipswich Suffolk<br>Post Code: IP2 0QY<br>Main Telephone: 01473 692727<br>Main Fax: 01473 603640<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Suffolk Primary Care Trust<br>Commissioner / CCG: Suffolk Primary Care Trust,Chantry Clinic Hawthorn Drive   Ipswich Suffolk,01473 692727,01473 603640,,,Suffolk Primary Care Trust,Suffolk Primary Care Trust
leathsrry,E38000128,Central Surrey Wheelchair Service,KT22 8SD,Address: Leatherhead Hospital Poplar Road   Leatherhead Surrey<br>Post Code: KT22 8SD<br>Main Telephone: 01372 384383<br>Main Fax: 01372 384374<br>Main Email: csh.wheelchairservice@nhs.net<br>Website: <br>Service Provider / NHS Trust: Central Surrey Wheelchair Service<br>Commissioner / CCG: Central Surrey Wheelchair Service,Leatherhead Hospital Poplar Road   Leatherhead Surrey,01372 384383,01372 384374,csh.wheelchairservice@nhs.net,,Central Surrey Wheelchair Service,Central Surrey Wheelchair Service
crydsurry,E38000040,Croydon Wheelchair Services,CR0 2QT,Address: 28 Boulogne Road    Croydon Surrey<br>Post Code: CR0 2QT<br>Main Telephone: 020 8665 9313<br>Main Fax: 020 8689 9169<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Croydon  NHS Primary Care Trust<br>Commissioner / CCG: Croydon  NHS Primary Care Trust,28 Boulogne Road    Croydon Surrey,020 8665 9313,020 8689 9169,,,Croydon  NHS Primary Care Trust,Croydon  NHS Primary Care Trust
woksurry,E38000178,Surrey Wheelchair Services,GU22 7HS,Address: Woking Community Hospital Heathside Road   Woking Surrey<br>Post Code: GU22 7HS<br>Main Telephone: 0300 303 85 39<br>Main Fax: 01483 846265<br>Main Email: wheelchair.services@virgincare.co.uk<br>Website: www.virgincare.co.uk<br>Service Provider / NHS Trust: Virgincare NHS<br>Commissioner / CCG: Virgincare NHS,Woking Community Hospital Heathside Road   Woking Surrey,0300 303 85 39,01483 846265,wheelchair.services@virgincare.co.uk,www.virgincare.co.uk,Virgincare NHS,Virgincare NHS
bognwssx,E38000083,Bognor Regis Wheelchair Service,PO22 9PP,Address: Bognor Regis War Memorial Hospital Shripney Road   Bognor Regis West Sussex<br>Post Code: PO22 9PP<br>Main Telephone: 01243 623650<br>Main Fax: 01243 623652<br>Main Email: SCT-TR.wheelchairservicebognor@nhs.net<br>Website: http://www.sussexcommunity.nhs.uk<br>Service Provider / NHS Trust: Sussex Community NHS Trust<br>Commissioner / CCG: Sussex Community NHS Trust,Bognor Regis War Memorial Hospital Shripney Road   Bognor Regis West Sussex,01243 623650,01243 623652,SCT-TR.wheelchairservicebognor@nhs.net,http://www.sussexcommunity.nhs.uk,Sussex Community NHS Trust,Sussex Community NHS Trust
horwessx,E38000083,Sussex Community NHS Trust Wheelchair Service - Horsham Locality,RH12 2DR,Address: Horsham Hospital Hurst Road   Horsham West Sussex<br>Post Code: RH12 2DR<br>Main Telephone: 01403 227000 ext 7160<br>Main Fax: 01403 227015<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Sussex Community NHS Trust<br>Commissioner / CCG: Sussex Community NHS Trust,Horsham Hospital Hurst Road   Horsham West Sussex,01403 227000 ext 7160,01403 227015,,,Sussex Community NHS Trust,Sussex Community NHS Trust
worbrssx,E38000213,Worthing Wheelchair Service,BN2 3EX,Address: Sussex Rehabilitation Centre Brighton General Hospital Elm Grove  Brighton East Sussex<br>Post Code: BN2 3EX<br>Main Telephone: 01273 265850<br>Main Fax: 01273 242016<br>Main Email: SC-TR.wheelchairserviceworthing@nhs.net<br>Website: <br>Service Provider / NHS Trust: Sussex Community NHS Trust<br>Commissioner / CCG: Sussex Community NHS Trust,Sussex Rehabilitation Centre Brighton General Hospital Elm Grove  Brighton East Sussex,01273 265850,01273 242016,SC-TR.wheelchairserviceworthing@nhs.net,,Sussex Community NHS Trust,Sussex Community NHS Trust
taysdnde,E38000182,Tayside Orthopaedic & Rehabilitation Technology Centre,DD1 9SY,Address: Ninewells Hospital    Dundee Tayside<br>Post Code: DD1 9SY<br>Main Telephone: 01382 496299/496300<br>Main Fax: 01382 496322<br>Main Email: geoff.bardsley@tuht.scot.nhs.uk<br>Website: <br>Service Provider / NHS Trust: NHS Tayside<br>Commissioner / CCG: NHS Tayside,Ninewells Hospital    Dundee Tayside,01382 496299/496300,01382 496322,geoff.bardsley@tuht.scot.nhs.uk,,NHS Tayside,NHS Tayside
steemidd,E38000162,South Tees Wheelchair Service,TS4 3BW,Address: The James Cook University Hospital Marton Road   Middlesbrough Cleveland<br>Post Code: TS4 3BW<br>Main Telephone: 01642 854127<br>Main Fax: 01642 854376<br>Main Email: Christine.willans@stees.nhs.uk<br>Website: <br>Service Provider / NHS Trust: South Tees Acute Hospitals NHS Foundation Trust<br>Commissioner / CCG: South Tees CCG,The James Cook University Hospital Marton Road   Middlesbrough Cleveland,01642 854127,01642 854376,Christine.willans@stees.nhs.uk,,South Tees Acute Hospitals NHS Foundation Trust,South Tees CCG
sundtyne,E38000176,Sunderland Wheelchair Service,SR2 9TS,Address: Independant Living Centre Claymere Road Leechmere Industrial Estate  Sunderland Tyne & Wear<br>Post Code: SR2 9TS<br>Main Telephone: 0191 520 5555<br>Main Fax: 0191 5662182<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: City of Sunderland Social Services<br>Commissioner / CCG: City of Sunderland Social Services,Independant Living Centre Claymere Road Leechmere Industrial Estate  Sunderland Tyne & Wear,0191 520 5555,0191 5662182,,,City of Sunderland Social Services,City of Sunderland Social Services
gatetyne,E38000212,Gateshead Wheelchair Services,NE11 0QD,Address: Queens Park Queensway North Team Valley Trading Estate  Gateshead Tyne and Wear<br>Post Code: NE11 0QD<br>Main Telephone: 0845 111 1155<br>Main Fax: 0191 4434413<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: South Tyneside Foundation NHS Trust<br>Commissioner / CCG: Gateshead CCG,Queens Park Queensway North Team Valley Trading Estate  Gateshead Tyne and Wear,0845 111 1155,0191 4434413,,,South Tyneside Foundation NHS Trust,Gateshead CCG
newctyne,E38000212,Newcastle Disablement Services Centre,NE7 7AF,Address: Freeman Road High Heaton   Newcastle Upon Tyne Tyne and Wear<br>Post Code: NE7 7AF<br>Main Telephone: 0191 223 1184<br>Main Fax: 0191 2231251<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Newcastle Upon Tyne Hospitals NHS Foundation Trust<br>Commissioner / CCG: Newcastle Upon Tyne Hospitals NHS Foundation Trust,Freeman Road High Heaton   Newcastle Upon Tyne Tyne and Wear,0191 223 1184,0191 2231251,,,Newcastle Upon Tyne Hospitals NHS Foundation Trust,Newcastle Upon Tyne Hospitals NHS Foundation Trust
stysthshld,E38000127,Wheelchair Services,NE34 0PL,Address: South Tyneside District Hospital Harton Lane   South Shields Tyne and Wear<br>Post Code: NE34 0PL<br>Main Telephone: 0191 404 1000<br>Main Fax: 0191 456 2980<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: South Tyneside NHS Foundation Trust<br>Commissioner / CCG: South Tyneside NHS Foundation Trust,South Tyneside District Hospital Harton Lane   South Shields Tyne and Wear,0191 404 1000,0191 456 2980,,,South Tyneside NHS Foundation Trust,South Tyneside NHS Foundation Trust
nttynside,E38000127,North Tyneside Wheelchair Service,NE29 0SF,Address: Victoria Therapy Centre Hawkeys Lane   North Shields Tyneside<br>Post Code: NE29 0SF<br>Main Telephone: 0191 282 8090<br>Main Fax: 0191 219 6619<br>Main Email: wheelchair.service@northtyneside-pct.nhs.uk<br>Website: <br>Service Provider / NHS Trust: Northumbria Healthcare NHS Foundation Trust<br>Commissioner / CCG: Northumbria Healthcare NHS Foundation Trust,Victoria Therapy Centre Hawkeys Lane   North Shields Tyneside,0191 282 8090,0191 219 6619,wheelchair.service@northtyneside-pct.nhs.uk,,Northumbria Healthcare NHS Foundation Trust,Northumbria Healthcare NHS Foundation Trust
warwarw,E38000164,Warwickshire Wheelchair & Special Seating Service,CV34 6SR,"Address: Leamington HospitalÂ Heathcote Lane HeathcoteÂ  Warwick Warwickshire<br>Post Code: CV34 6SR<br>Main Telephone: 01926 317723<br>Main Fax: 01926 317710<br>Main Email: wheelchairs@swft.nhs.uk<br>Website: <br>Service Provider / NHS Trust: S Warwickshire CCG, Coventry and Rugby CCG, N Warwickshire CCG<br>Commissioner / CCG: NHS Warwickshire",Leamington HospitalÂ Heathcote Lane HeathcoteÂ  Warwick Warwickshire,01926 317723,01926 317710,wheelchairs@swft.nhs.uk,,"S Warwickshire CCG, Coventry and Rugby CCG, N Warwickshire CCG",NHS Warwickshire
nthwarw,E38000164,North Warwickshire & Rugby Wheelchair Service,CV11 5TY,Address: Riversley Park Clinic Cotton Road   Nuneaton Warwickshire<br>Post Code: CV11 5TY<br>Main Telephone: 02476 321483<br>Main Fax: 01203 320526<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: North Warwickshire NHS Trust<br>Commissioner / CCG: North Warwickshire NHS Trust,Riversley Park Clinic Cotton Road   Nuneaton Warwickshire,02476 321483,01203 320526,,,North Warwickshire NHS Trust,North Warwickshire NHS Trust
covwesm,E38000038,Coventry Wheelchair Service,CV1 4NZ,Address: Newfield House KingField Road   Coventry West Midlands<br>Post Code: CV1 4NZ<br>Main Telephone: 02476 237 055<br>Main Fax: 02476 237 052<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Coventry and Warwickshire Partnership Trust<br>Commissioner / CCG: Coventry and Warwickshire Partnership Trust,Newfield House KingField Road   Coventry West Midlands,02476 237 055,02476 237 052,,,Coventry and Warwickshire Partnership Trust,Coventry and Warwickshire Partnership Trust
sandwmid,E38000144,Sandwell Wheelchair Service,B66 1JE,Address: Independent Living Centre 100 Oldbury Road   Smethwick West Midlands<br>Post Code: B66 1JE<br>Main Telephone: 0121 565 7950<br>Main Fax: 0121 565 7975<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Sandwell and West Birmingham Hospitals NHS Trust<br>Commissioner / CCG: Sandwell and West Birmingham Hospitals NHS Trust,Independent Living Centre 100 Oldbury Road   Smethwick West Midlands,0121 565 7950,0121 565 7975,,,Sandwell and West Birmingham Hospitals NHS Trust,Sandwell and West Birmingham Hospitals NHS Trust
solihlwm,E38000149,Solihull Wheelchair Service,B37 7HY,Address: Unit 1 and 6 Century Park Starley Way Bickenhill  Solihull West Midlands<br>Post Code: B37 7HY<br>Main Telephone: 0121 3290900<br>Main Fax: <br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Solihull Metropolitan Borough Council<br>Commissioner / CCG: Solihull Metropolitan Borough Council,Unit 1 and 6 Century Park Starley Way Bickenhill  Solihull West Midlands,0121 3290900,,,,Solihull Metropolitan Borough Council,Solihull Metropolitan Borough Council
dudwmd,E38000046,Dudley Wheelchair Service,DY8 4JB,Address: Corbett Outpatient Centre Vicarage Rd   Stourbridge West Midlands<br>Post Code: DY8 4JB<br>Main Telephone: 01384 244793<br>Main Fax: 01384 244755<br>Main Email: wheelchair.service@dgoh.nhs.uk<br>Website: <br>Service Provider / NHS Trust: The Dudley Group of Hospitals NHS Trust<br>Commissioner / CCG: The Dudley Group of Hospitals NHS Trust,Corbett Outpatient Centre Vicarage Rd   Stourbridge West Midlands,01384 244793,01384 244755,wheelchair.service@dgoh.nhs.uk,,The Dudley Group of Hospitals NHS Trust,The Dudley Group of Hospitals NHS Trust
walsllwm,E38000191,Walsall ICES Community Equipment Stores,WS12 4HD,Address: Units 5  Electrium Point Ashmore Lake Way  Willenhall West Midlands<br>Post Code: WS12 4HD<br>Main Telephone: 01922 604960<br>Main Fax: 01922 655707<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Walsall Healthcare NHS<br>Commissioner / CCG: Walsall Healthcare NHS,Units 5  Electrium Point Ashmore Lake Way  Willenhall West Midlands,01922 604960,01922 655707,,,Walsall Healthcare NHS,Walsall Healthcare NHS
wolwmd,E38000210,Wolverhampton Wheelchair Service Maltings Mobility Centre,WV1 1NQ,Address: The Maltings Herbert Street   Wolverhampton West Midlands<br>Post Code: WV1 1NQ<br>Main Telephone: 01902 444042<br>Main Fax: 01902 444038<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Wolverhampton City Primary Care Trust<br>Commissioner / CCG: Wolverhampton City Primary Care Trust,The Maltings Herbert Street   Wolverhampton West Midlands,01902 444042,01902 444038,,,Wolverhampton City Primary Care Trust,Wolverhampton City Primary Care Trust
birmwmd,E38000012,Birmingham  Wheelchair Service,B29 6JA,Address: West Midlands Rehab Centre 91 Oak Tree Lane Selly Oak  Birmingham West Midlands<br>Post Code: B29 6JA<br>Main Telephone: 0121 466 3000<br>Main Fax: 0121 471 3690<br>Main Email: Birmingham.Wheelchairs@NHS.net<br>Website: www.bhamcommunity.nhs.uk/wheelchair<br>Service Provider / NHS Trust: Birmingham Community Healthcare NHS Trust<br>Commissioner / CCG:,West Midlands Rehab Centre 91 Oak Tree Lane Selly Oak  Birmingham West Midlands,0121 466 3000,0121 471 3690,Birmingham.Wheelchairs@NHS.net,www.bhamcommunity.nhs.uk/wheelchair,Birmingham Community Healthcare NHS Trust,
airwyork,E38000001,Airedale Mobility Services,BD20 6TD,Address: Airedale General Hospital Skipton Road Steeton  Near Keighley West Yorkshire<br>Post Code: BD20 6TD<br>Main Telephone: 01535 292228<br>Main Fax: 01535 294684<br>Main Email: <br>Website: www.airedale-trust.nhs.uk<br>Service Provider / NHS Trust: Airedale NHS Foundation Trust<br>Commissioner / CCG: Airedale NHS Foundation Trust,Airedale General Hospital Skipton Road Steeton  Near Keighley West Yorkshire,01535 292228,01535 294684,,www.airedale-trust.nhs.uk,Airedale NHS Foundation Trust,Airedale NHS Foundation Trust
bradwyor,E38000018,Bradford Wheelchair Assessment Centre,BD8 9RY,Address: Unit 1 Four Lanes Business Park Cemetary Road   Bradford West Yorkshire<br>Post Code: BD8 9RY<br>Main Telephone: 01274 322555<br>Main Fax: 01274 322515<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Bradford Teaching Hospitals NHS Trust<br>Commissioner / CCG: Bradford Teaching Hospitals NHS Trust,Unit 1 Four Lanes Business Park Cemetary Road   Bradford West Yorkshire,01274 322555,01274 322515,,,Bradford Teaching Hospitals NHS Trust,Bradford Teaching Hospitals NHS Trust
caldhawy,E38000064,"Calderdale, Greater Huddersfield and North Kirklees Posture and Mobility Services",HX5 9HB,Address: Unit G7 Navigation Close Lowfields Business Park Elland Halifax West Yorkshire<br>Post Code: HX5 9HB<br>Main Telephone: 01422 312729<br>Main Fax: 01422 314640<br>Main Email: HuddersfieldWheelchairs@opcare.co.uk<br>Website: <br>Service Provider / NHS Trust: Opcare Ltd<br>Commissioner / CCG: Calderdale North Kirklees and Greater Huddersfield,Unit G7 Navigation Close Lowfields Business Park Elland Halifax West Yorkshire,01422 312729,01422 314640,HuddersfieldWheelchairs@opcare.co.uk,,Opcare Ltd,Calderdale North Kirklees and Greater Huddersfield
leedwyks,E38000096,Leeds Wheelchair Centre,LS14 6UH,Address: Seacroft Hospital York Road   Leeds West Yorkshire<br>Post Code: LS14 6UH<br>Main Telephone: 0113 2063855<br>Main Fax: 0113 2063857<br>Main Email: wheelchairs.cah@leedsth.nhs.uk<br>Website: http://www.leedsth.nhs.uk/a-z-of-services/specialist-rehabilitation<br>Service Provider / NHS Trust: The Leeds Teaching Hospital NHS Trust<br>Commissioner / CCG: Leeds West CCG,Seacroft Hospital York Road   Leeds West Yorkshire,0113 2063855,0113 2063857,wheelchairs.cah@leedsth.nhs.uk,http://www.leedsth.nhs.uk/a-z-of-services/specialist-rehabilitation,The Leeds Teaching Hospital NHS Trust,Leeds West CCG
